track_name,track_artist,track_popularity,track_album_name,release_year,song_genre,danceability,energy,key,loudness,mode,speechiness,liveness,valence,tempo,duration,tempo_type,speechiness_type,key_values
Promises (with Sam Smith),Calvin Harris,84,Promises (with Sam Smith),2018,pop,0.78,0.77,11,-5.99,1,0.04,0.325,0.49,123.07,213,Allegro,No Lyrics,B
Turn Me On (feat. Vula),Riton,86,Turn Me On (feat. Vula),2019,pop,0.74,0.83,11,-4.71,1,0.04,0.0862,0.52,124.05,208,Allegro,No Lyrics,B
Light,San Holo,68,Light,2017,pop,0.57,0.76,1,-4.14,1,0.06,0.0932,0.43,150.09,240,Allegro,No Lyrics,"C♯,D♭"
2U,David Guetta,66,2U,2017,pop,0.55,0.65,8,-5.83,0,0.06,0.224,0.56,144.88,195,Allegro,No Lyrics,"G♯,A♭"
Something Just Like This,The Chainsmokers,83,Memories...Do Not Open,2017,pop,0.62,0.64,11,-6.77,0,0.03,0.164,0.45,103.02,247,Andante,No Lyrics,B
One Kiss (with Dua Lipa),Calvin Harris,85,One Kiss (with Dua Lipa),2018,pop,0.79,0.86,9,-3.24,0,0.11,0.0814,0.59,123.99,215,Allegro,No Lyrics,A
Heroes (we could be),Alesso,73,Forever,2015,pop,0.5,0.75,5,-4.12,1,0.06,0.343,0.36,125.9,210,Allegro,No Lyrics,F
It Ain’t Me (with Selena Gomez),Kygo,69,It Ain't Me,2017,pop,0.64,0.53,0,-6.6,1,0.07,0.0864,0.52,99.97,221,Andante,No Lyrics,C
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,69,R.E.D. (Deluxe Edition),2012,pop,0.66,0.68,5,-6.63,1,0.04,0.368,0.25,124.91,252,Allegro,No Lyrics,F
Let Me Love You,DJ Snake,81,Encore,2016,pop,0.65,0.72,8,-5.37,1,0.03,0.135,0.16,99.99,206,Andante,No Lyrics,"G♯,A♭"
Roses,The Chainsmokers,73,Roses,2015,pop,0.71,0.8,4,-7.05,1,0.06,0.309,0.34,100,227,Andante,No Lyrics,E
Latch,Disclosure,19,Settle,2013,pop,0.5,0.73,1,-5.46,1,0.17,0.0895,0.52,121.98,256,Allegro,No Lyrics,"C♯,D♭"
Flames,David Guetta,57,7,2018,pop,0.61,0.73,5,-4.35,0,0.04,0.0895,0.36,93.96,195,Andante,No Lyrics,F
This Is What You Came For,Calvin Harris,79,This Is What You Came For,2016,pop,0.63,0.93,9,-2.79,0,0.03,0.148,0.46,123.96,222,Allegro,No Lyrics,A
Wake Me Up,Avicii,84,TRUE,2013,pop,0.53,0.78,2,-5.7,1,0.05,0.161,0.64,124.08,247,Allegro,No Lyrics,D
In My Mind,Dynoro,84,In My Mind,2018,pop,0.69,0.77,6,-5.34,1,0.15,0.118,0.16,125.91,185,Allegro,No Lyrics,"F♯,G♭"
Titanium (feat. Sia),David Guetta,66,Nothing but the Beat 2.0,2011,pop,0.6,0.79,0,-3.67,0,0.1,0.127,0.3,126.06,245,Allegro,No Lyrics,C
Where Are Ü Now,Skrillex,8,Purpose (Deluxe),2015,pop,0.43,0.74,7,-5.05,1,0.06,0.14,0.19,139.42,243,Allegro,No Lyrics,G
Firework,Katy Perry,64,Teenage Dream,2010,pop,0.64,0.83,8,-5.04,1,0.05,0.113,0.65,124.07,228,Allegro,No Lyrics,"G♯,A♭"
Mi Gente (feat. Beyoncé),J Balvin,61,Mi Gente (feat. Beyoncé),2017,pop,0.76,0.72,11,-6.36,0,0.08,0.231,0.47,105.01,210,Andante,No Lyrics,B
Don't You Worry Child - Radio Edit,Swedish House Mafia,27,Until Now,2012,pop,0.61,0.83,11,-3.42,0,0.05,0.185,0.43,129.04,213,Allegro,No Lyrics,B
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,74,TROLLS (Original Motion Picture Soundtrack),2016,pop,0.67,0.83,0,-5.72,1,0.07,0.0968,0.7,113.03,238,Moderato,No Lyrics,C
Anything Could Happen,Ellie Goulding,57,Halcyon,2012,pop,0.7,0.78,0,-4.08,1,0.03,0.135,0.38,103,286,Andante,No Lyrics,C
How Deep Is Your Love,Calvin Harris,77,How Deep Is Your Love,2015,pop,0.74,0.87,11,-4.37,0,0.07,0.388,0.34,122,213,Allegro,No Lyrics,B
Wish You Well (with Sigala),Sigala,5,Get To Know,2019,pop,0.67,0.89,5,-3.79,0,0.06,0.333,0.57,124.97,206,Allegro,No Lyrics,F
With You - LöKii Remix,Kaskade,57,With You - The Remixes,2019,pop,0.71,0.73,9,-7.65,1,0.04,0.37,0.51,120.01,231,Allegro,No Lyrics,A
Dive,Hot Shade,68,Dive,2019,pop,0.65,0.79,4,-5,1,0.05,0.144,0.41,123.98,164,Allegro,No Lyrics,E
No Goodbye,Paul Kalkbrenner,65,No Goodbye,2019,pop,0.94,0.58,6,-7.65,0,0.04,0.147,0.63,125,169,Allegro,No Lyrics,"F♯,G♭"
Work,MOTi,58,Work,2019,pop,0.7,0.93,0,-4.45,1,0.04,0.181,0.63,126.06,155,Allegro,No Lyrics,C
Instagram,Dimitri Vegas & Like Mike,81,Instagram,2019,pop,0.76,0.91,8,-2.1,0,0.1,0.423,0.95,96.07,185,Andante,No Lyrics,"G♯,A♭"
Butterfly,Molella,43,Butterfly,2019,pop,0.63,0.66,7,-7.1,0,0.03,0.143,0.6,124.04,159,Allegro,No Lyrics,G
All The Love You Got,MOTi,57,All The Love You Got,2019,pop,0.76,0.74,7,-7.66,1,0.08,0.113,0.25,126.01,166,Allegro,No Lyrics,G
Call You Mine - Asketa & Natan Chaim Remix,The Chainsmokers,58,Call You Mine - The Remixes,2019,pop,0.58,0.84,7,-3.36,1,0.04,0.499,0.28,115.07,184,Moderato,No Lyrics,G
Love Is Not Enough,GATTÜSO,58,Love Is Not Enough,2019,pop,0.63,0.82,8,-4.58,1,0.03,0.119,0.13,127.95,202,Allegro,No Lyrics,"G♯,A♭"
Lose Control,MEDUZA,91,Lose Control,2019,pop,0.6,0.53,10,-8.66,0,0.04,0.14,0.53,123.94,168,Allegro,No Lyrics,"A♯,B♭"
I Wanna Dance,Jonas Blue,67,I Wanna Dance,2019,pop,0.82,0.84,0,-6.43,1,0.14,0.258,0.62,126.03,185,Allegro,No Lyrics,C
After The Landslide - Club Remix,Matt Simons,42,After The Landslide (Remix),2019,pop,0.63,0.73,6,-4.99,1,0.04,0.704,0.46,120,240,Allegro,No Lyrics,"F♯,G♭"
Midnight Hour with Boys Noize & Ty Dolla $ign,Skrillex,70,Midnight Hour with Boys Noize & Ty Dolla $ign,2019,pop,0.8,0.9,0,-4.2,1,0.07,0.199,0.33,125.98,199,Allegro,No Lyrics,C
Pon de Replay,Ed Marquis,64,Pon de Replay,2017,pop,0.53,0.72,6,-7.05,0,0.24,0.0363,0.48,103.99,258,Andante,No Lyrics,"F♯,G♭"
So Close,NOTD,79,So Close (feat. Georgia Ku),2018,pop,0.7,0.87,10,-5.9,1,0.07,0.103,0.76,125.03,190,Allegro,No Lyrics,"A♯,B♭"
Not in Control,Glaceo,53,Not in Control,2019,pop,0.9,0.63,0,-5.54,1,0.1,0.163,0.49,122,179,Allegro,No Lyrics,C
BLUE,Tiësto,75,BLUE,2019,pop,0.74,0.72,11,-6.05,1,0.03,0.212,0.9,118.03,168,Moderato,No Lyrics,B
Don't Waste My Time,Kharfi,46,Don't Waste My Time,2019,pop,0.77,0.69,9,-6.35,0,0.21,0.834,0.59,118.12,154,Moderato,No Lyrics,A
Beat Of My Heart,Lost Frequencies,67,Alive And Feeling Fine,2019,pop,0.71,0.52,6,-8.8,1,0.03,0.109,0.3,111.99,183,Moderato,No Lyrics,"F♯,G♭"
Don't Start Now - Kungs Remix,Dua Lipa,65,Don't Start Now (Kungs Remix),2019,pop,0.66,0.7,11,-7.12,0,0.27,0.0612,0.25,122.02,216,Allegro,No Lyrics,B
Drunken Truth,Steve Void,56,The Seed EP,2019,pop,0.78,0.74,1,-4.94,0,0.04,0.106,0.5,110.05,158,Moderato,No Lyrics,"C♯,D♭"
Jacques,Jax Jones,42,Jacques,2019,pop,0.79,0.55,9,-8.74,0,0.07,0.0782,0.48,120.02,203,Allegro,No Lyrics,A
Stay (Don't Go Away) [feat. Raye],David Guetta,74,Stay (Don't Go Away) [feat. Raye],2019,pop,0.67,0.8,9,-5.68,0,0.06,0.199,0.55,119.86,186,Moderato,No Lyrics,A
Solid Gold,PNAU,65,Solid Gold,2019,pop,0.57,0.95,5,-2.25,0,0.05,0.0836,0.3,104.98,208,Andante,No Lyrics,F
One Life,Mike Perry,64,One Life,2019,pop,0.65,0.76,3,-3.64,1,0.06,0.242,0.23,128.01,205,Allegro,No Lyrics,"D♯,E♭"
All ‘Bout The Money,FAULHABER,51,All ‘Bout The Money,2019,pop,0.72,0.78,6,-4.24,0,0.06,0.143,0.33,110.03,170,Moderato,No Lyrics,"F♯,G♭"
Never Letting Go,Audien,63,Never Letting Go,2018,pop,0.53,0.76,1,-3.15,1,0.03,0.225,0.12,127.98,173,Allegro,No Lyrics,"C♯,D♭"
Used To Love (with Dean Lewis),Martin Garrix,83,Used To Love (with Dean Lewis),2019,pop,0.65,0.69,4,-4.72,1,0.04,0.335,0.39,118.97,237,Moderato,No Lyrics,E
Giulia,Prince Paris,55,Giulia,2019,pop,0.68,0.92,0,-3.27,1,0.04,0.242,0.37,130.05,153,Allegro,No Lyrics,C
What Do I Do? - Benny Benassi Remix,Georgia Ku,39,What Do I Do? (Benny Benassi Remix),2019,pop,0.66,0.83,10,-5.08,1,0.08,0.0923,0.61,115.35,167,Moderato,No Lyrics,"A♯,B♭"
Dreams Of You (feat. Rae Morris),Icarus,48,Dreams Of You (feat. Rae Morris),2019,pop,0.57,0.96,6,-4.88,0,0.03,0.201,0.15,123.01,292,Allegro,No Lyrics,"F♯,G♭"
I Will Let You Down (feat. KLARA),Madison Mars,59,I Will Let You Down (feat. KLARA),2019,pop,0.61,0.92,0,-1.14,0,0.07,0.309,0.42,126.02,182,Allegro,No Lyrics,C
Carillon (with Achille Lauro),Nahaze,64,Carillon (with Achille Lauro),2019,pop,0.56,0.56,9,-11.43,0,0.15,0.118,0.24,151.63,242,Allegro,No Lyrics,A
La Vie - Gabry Ponte Mix,DJ Ross,42,La Vie (Gabry Ponte Mix),2019,pop,0.59,0.88,4,-5.15,0,0.22,0.326,0.48,127.01,178,Allegro,No Lyrics,E
Lullaby,R3HAB,70,Lullaby,2018,pop,0.63,0.8,1,-3.99,0,0.04,0.0623,0.26,127.97,160,Allegro,No Lyrics,"C♯,D♭"
Say It,Phantoms,57,Disconnect,2019,pop,0.74,0.8,11,-5.61,0,0.04,0.113,0.31,122.01,205,Allegro,No Lyrics,B
All This Time,Deorro,21,All This Time,2019,pop,0.66,0.86,2,-5.22,1,0.32,0.119,0.23,130.07,225,Allegro,No Lyrics,D
Acordeão,Tiësto,63,Acordeão,2019,pop,0.55,0.89,1,-3.81,1,0.15,0.0903,0.78,125.23,131,Allegro,No Lyrics,"C♯,D♭"
My Friend,Yves V,54,My Friend,2019,pop,0.47,0.91,2,-4.37,0,0.06,0.571,0.2,126.11,170,Allegro,No Lyrics,D
On & On,Alok,79,On & On,2019,pop,0.75,0.78,10,-5.9,0,0.07,0.761,0.67,125.07,147,Allegro,No Lyrics,"A♯,B♭"
Juliet & Romeo,Martin Solveig,72,Juliet & Romeo,2019,pop,0.71,0.66,11,-8.03,1,0.03,0.0668,0.78,122.01,205,Allegro,No Lyrics,B
All Around The World (La La La),R3HAB,80,All Around The World (La La La),2019,pop,0.73,0.86,9,-5.03,0,0.03,0.105,0.52,124.95,148,Allegro,No Lyrics,A
Are You Lonely (feat. ISÁK),Steve Aoki,47,Are You Lonely (feat. ISÁK),2019,pop,0.52,0.79,6,-5.85,0,0.04,0.0892,0.18,90.06,157,Andante,No Lyrics,"F♯,G♭"
No More (feat. Brenda Mullen) - Bottai Edit,Alex Gaudino,19,No More (feat. Brenda Mullen) [Bottai Edit],2019,pop,0.68,0.67,4,-6.33,1,0.04,0.279,0.41,125.04,201,Allegro,No Lyrics,E
Close Your Eyes,Felix Jaehn,79,Close Your Eyes,2019,pop,0.82,0.82,11,-3.56,0,0.2,0.133,0.52,128.14,161,Allegro,No Lyrics,B
Buzzing (with Nevve),Audien,59,Escapism,2019,pop,0.64,0.59,7,-3.9,0,0.03,0.159,0.3,128,225,Allegro,No Lyrics,G
Never Be Alone (feat. Aloe Blacc),David Guetta,68,Never Be Alone (feat. Aloe Blacc),2019,pop,0.54,0.91,6,-4.7,0,0.04,0.0886,0.73,126.01,179,Allegro,No Lyrics,"F♯,G♭"
Roses - Imanbek Remix,SAINt JHN,72,Roses (Imanbek Remix),2019,pop,0.78,0.72,8,-5.46,1,0.05,0.285,0.9,121.97,176,Allegro,No Lyrics,"G♯,A♭"
Insane,Ofenbach,66,Insane,2019,pop,0.81,0.76,4,-5.66,0,0.1,0.166,0.71,125.02,142,Allegro,No Lyrics,E
Only Want You - Sam Feldt Remix,Rita Ora,64,Only Want You (Sam Feldt Remix),2019,pop,0.58,0.79,9,-4.66,1,0.13,0.122,0.35,105.94,179,Andante,No Lyrics,A
Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,Ellie Goulding,9,Close To Me (Remixes),2019,pop,0.73,0.84,1,-2.84,0,0.03,0.162,0.47,126.01,224,Allegro,No Lyrics,"C♯,D♭"
Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix,Drax Project,41,Woke Up Late (Sam Feldt Remix),2019,pop,0.63,0.73,0,-3.75,1,0.1,0.108,0.5,122.06,196,Allegro,No Lyrics,C
South of the Border (feat. Camila Cabello & Cardi B) - Cheat Codes Remix,Ed Sheeran,69,South of the Border (feat. Camila Cabello & Cardi B) [Cheat Codes Remix],2019,pop,0.84,0.77,2,-5.73,0,0.07,0.111,0.78,114.05,196,Moderato,No Lyrics,D
Not Ok - Frank Walker Remix,Kygo,66,Not Ok (Frank Walker Remix),2019,pop,0.68,0.87,2,-3.75,1,0.06,0.0688,0.44,121.93,184,Allegro,No Lyrics,D
Heaven (feat. Veronica),Dzeko,68,Heaven (feat. Veronica),2019,pop,0.66,0.88,0,-3.56,0,0.05,0.112,0.18,127.99,195,Allegro,No Lyrics,C
Sixteen - Don Diablo Remix,Ellie Goulding,66,Sixteen (Don Diablo Remix),2019,pop,0.49,0.77,5,-3.79,0,0.16,0.0807,0.3,123.15,194,Allegro,No Lyrics,F
Don’t Give Up On Me Now (with Julie Bergan),R3HAB,63,Don’t Give Up On Me Now (with Julie Bergan),2019,pop,0.69,0.71,4,-5.36,1,0.05,0.124,0.27,115.27,128,Moderato,No Lyrics,E
Brave,Don Diablo,68,Brave,2019,pop,0.65,0.87,6,-3.88,1,0.05,0.134,0.54,119.85,184,Moderato,No Lyrics,"F♯,G♭"
Carry On - Nicky Romero Remix,Kygo,67,Carry On (Nicky Romero Remix),2019,pop,0.45,0.68,9,-4.72,0,0.09,0.478,0.44,125.66,175,Allegro,No Lyrics,A
Magnets (feat. Sophie Simmons),Sam Feldt,62,Magnets (feat. Sophie Simmons),2019,pop,0.73,0.8,5,-4.76,1,0.06,0.059,0.43,121.99,179,Allegro,No Lyrics,F
Don't Give Up On Me,Andy Grammer,9,Don't Give Up On Me (with R3HAB),2019,pop,0.49,0.77,3,-5.84,1,0.09,0.126,0.12,121.44,191,Allegro,No Lyrics,"D♯,E♭"
Found Love (feat. Lovespeake),MOTi,59,Found Love (feat. Lovespeake),2019,pop,0.6,0.89,8,-4.61,1,0.13,0.4,0.64,126.06,157,Allegro,No Lyrics,"G♯,A♭"
These Are The Times (feat. JRM),Martin Garrix,71,These Are The Times (feat. JRM),2019,pop,0.69,0.71,4,-6.19,1,0.03,0.16,0.61,127.03,189,Allegro,No Lyrics,E
Wherever You Go,Jonas Blue,21,Blue,2018,pop,0.71,0.72,7,-4.81,1,0.11,0.0389,0.48,104.05,209,Andante,No Lyrics,G
Happy Now,Kygo,81,Happy Now,2018,pop,0.69,0.57,9,-7,1,0.08,0.252,0.49,118,211,Moderato,No Lyrics,A
Roots,Valerie Broussard,69,Roots,2019,pop,0.68,0.78,7,-4.88,1,0.04,0.177,0.58,123,185,Allegro,No Lyrics,G
Talk - Alle Farben Remix,Khalid,56,Talk (Alle Farben Remix),2019,pop,0.64,0.82,9,-4.52,0,0.05,0.107,0.49,126.02,168,Allegro,No Lyrics,A
All The Lies - Toby Romeo Remix / Radio Edit,Alok,56,All The Lies (Remixes),2019,pop,0.71,0.81,6,-4.78,1,0.18,0.366,0.63,119.97,163,Moderato,No Lyrics,"F♯,G♭"
High Hopes - Don Diablo Remix,Panic! At The Disco,60,High Hopes (Don Diablo Remix),2019,pop,0.59,0.89,5,-2.85,1,0.08,0.487,0.29,126.09,186,Allegro,No Lyrics,F
Summer Air (feat. Trevor Guthrie),Hardwell,40,Summer Air (feat. Trevor Guthrie),2019,pop,0.63,0.57,4,-8.58,1,0.05,0.215,0.56,125.99,202,Allegro,No Lyrics,E
Can We Pretend (feat. Cash Cash) - Sigala Remix,P!nk,57,Can We Pretend (feat. Cash Cash) [Sigala Remix],2019,pop,0.7,0.88,1,-4.51,0,0.18,0.315,0.54,124.97,183,Allegro,No Lyrics,"C♯,D♭"
Bruises - Steve Void Remix,Lewis Capaldi,70,Bruises EP,2019,pop,0.79,0.75,9,-5.96,1,0.05,0.316,0.54,124.97,212,Allegro,No Lyrics,A
Insomnia - King Arthur Remix,Daya,63,Insomnia (King Arthur Remix),2019,pop,0.73,0.72,4,-7.15,0,0.04,0.33,0.21,122.99,176,Allegro,No Lyrics,E
Don't Worry Bout Me - Rudimental Remix,Zara Larsson,65,Don't Worry Bout Me (Rudimental Remix),2019,pop,0.73,0.85,5,-6.25,1,0.18,0.118,0.61,124.99,193,Allegro,No Lyrics,F
I Miss Myself - R3HAB Remix,NOTD,56,I Miss Myself (R3HAB Remix),2019,pop,0.5,0.78,0,-4.55,1,0.24,0.72,0.61,122.69,183,Allegro,No Lyrics,C
8 Letters - R3HAB Remix,Why Don't We,2,8 Letters (R3HAB Remix),2018,pop,0.64,0.71,1,-5,0,0.04,0.311,0.58,103.16,132,Andante,No Lyrics,"C♯,D♭"
You Deserve Better - Andrelli Remix,James Arthur,53,You Deserve Better (Andrelli Remix),2018,pop,0.68,0.71,6,-4.3,0,0.09,0.047,0.48,114.99,196,Moderato,No Lyrics,"F♯,G♭"
Remember (with ZOHARA),Gryffin,11,Remember (with ZOHARA),2018,pop,0.62,0.91,11,-3.64,0,0.06,0.183,0.4,123.05,222,Allegro,No Lyrics,B
REMEDY,Alesso,77,REMEDY,2018,pop,0.6,0.78,0,-4.61,1,0.05,0.0883,0.48,119.96,190,Moderato,No Lyrics,C
Leave,Borgeous,56,Leave,2019,pop,0.76,0.66,11,-6.92,0,0.05,0.103,0.96,115.95,194,Moderato,No Lyrics,B
Mama (feat. Ellie Goulding) - Tiësto’s Big Room Remix,Clean Bandit,65,Mama (feat. Ellie Goulding) [Tiësto’s Big Room Remix],2019,pop,0.68,0.95,1,-2.59,0,0.08,0.105,0.44,125.97,156,Allegro,No Lyrics,"C♯,D♭"
I'm Not Sorry,Hardwell,34,I'm Not Sorry,2019,pop,0.65,0.82,4,-3.81,1,0.06,0.0772,0.35,128.09,186,Allegro,No Lyrics,E
Tequila - Robin Schulz Remix,Dan + Shay,54,Tequila (Robin Schulz Remix),2019,pop,0.45,0.84,11,-6.5,1,0.08,0.427,0.48,122.9,170,Allegro,No Lyrics,B
Happier - Frank Walker Remix,Marshmello,51,Happier (Remixes),2018,pop,0.71,0.65,5,-4.23,1,0.18,0.123,0.61,105,197,Andante,No Lyrics,F
Sing It With Me - Embody Remix,JP Cooper,50,Sing It With Me (Embody Remix),2019,pop,0.67,0.85,5,-5.25,1,0.12,0.379,0.5,111.97,181,Moderato,No Lyrics,F
Thursday - Nicky Romero Remix,Jess Glynne,52,Thursday (Nicky Romero Remix),2018,pop,0.74,0.62,11,-5.38,0,0.04,0.0508,0.62,119.99,218,Moderato,No Lyrics,B
Better When You're Gone,David Guetta,76,Better When You're Gone,2019,pop,0.65,0.8,1,-3.55,0,0.04,0.188,0.41,127.99,192,Allegro,No Lyrics,"C♯,D♭"
Wish You Well,Sigala,75,Wish You Well,2019,pop,0.67,0.9,5,-3.79,0,0.06,0.297,0.58,124.96,206,Allegro,No Lyrics,F
Only When It Rains,Frank Walker,52,Only When It Rains,2019,pop,0.79,0.72,11,-5.11,0,0.04,0.0911,0.43,109.98,169,Moderato,No Lyrics,B
Mad Love - Blinkie Remix,Mabel,62,Mad Love (Remixes),2019,pop,0.71,0.93,0,-3.05,0,0.05,0.146,0.46,123.01,201,Allegro,No Lyrics,C
Sweet but Psycho - Morgan Page Dance Remix,Ava Max,65,Sweet but Psycho (Remixes),2018,pop,0.64,0.8,1,-5.44,1,0.03,0.089,0.42,127.96,227,Allegro,No Lyrics,"C♯,D♭"
Better Day (feat. Aloe Blacc),Young Bombs,62,Better Day (feat. Aloe Blacc),2019,pop,0.66,0.82,9,-4.7,1,0.1,0.0833,0.44,118.96,192,Moderato,No Lyrics,A
Rescue Me (with BUNT.) - BUNT. Remix,OneRepublic,10,Rescue Me (with BUNT.) [BUNT. Remix],2019,pop,0.67,0.88,11,-3.57,0,0.06,0.184,0.7,121.08,175,Allegro,No Lyrics,B
Discovery,Syn Cole,55,Discovery,2019,pop,0.52,0.86,0,-3.43,0,0.05,0.264,0.45,127.95,199,Allegro,No Lyrics,C
With You - Frank Walker Remix,Tyler Shaw,49,With You (Frank Walker Remix),2019,pop,0.69,0.61,2,-5.61,1,0.07,0.251,0.45,104.99,207,Andante,No Lyrics,D
Love You Forever,Nicky Romero,61,Love You Forever,2019,pop,0.38,0.7,6,-3.41,1,0.04,0.108,0.15,127.82,235,Allegro,No Lyrics,"F♯,G♭"
Thorns,Faustix,60,Thorns,2019,pop,0.71,0.82,4,-3.12,1,0.06,0.191,0.66,109.99,186,Moderato,No Lyrics,E
Shotgun (The Wild Remix),George Ezra,63,Shotgun (The Wild Remix),2018,pop,0.59,0.76,5,-2.42,1,0.07,0.323,0.84,122.81,192,Allegro,No Lyrics,F
True Colors (feat. Maya Avedis),XO Cupid,73,True Colors (feat. Maya Avedis),2018,pop,0.64,0.63,0,-6.4,1,0.03,0.13,0.45,104.84,184,Andante,No Lyrics,C
Crying In The Sun,Faustix,60,Crying In The Sun (Remixes),2018,pop,0.68,0.79,11,-4.87,0,0.05,0.12,0.66,91.04,196,Andante,No Lyrics,B
Need You,Faustix,62,Need You,2019,pop,0.64,0.7,7,-5.04,0,0.05,0.425,0.6,124.96,182,Allegro,No Lyrics,G
Sweet Dreams (Are Made of This),Winati,67,Sweet Dreams (are Made of This),2019,pop,0.82,0.65,9,-7.16,0,0.22,0.0738,0.18,125.95,177,Allegro,No Lyrics,A
Million Lights,Tungevaag & Raaban,61,Million Lights,2019,pop,0.7,0.91,0,-4.16,0,0.07,0.124,0.47,125.93,187,Allegro,No Lyrics,C
Dancing in the Moonlight,Jubël,71,Dancing in the Moonlight,2018,pop,0.66,0.62,11,-5.86,0,0.06,0.187,0.19,119.86,164,Moderato,No Lyrics,B
Heaven,Avicii,80,TIM,2019,pop,0.59,0.87,9,-5.65,1,0.03,0.142,0.52,122.01,277,Allegro,No Lyrics,A
Forever Young,John De Sohn,68,Forever Young,2018,pop,0.65,0.62,8,-6.08,1,0.03,0.113,0.59,121.98,168,Allegro,No Lyrics,"G♯,A♭"
eoh,Olympis,60,eoh,2019,pop,0.71,0.58,5,-11.02,1,0.07,0.257,0.28,125.16,156,Allegro,No Lyrics,F
Nobody,Martin Jensen,66,Nobody,2019,pop,0.67,0.69,6,-5.29,0,0.06,0.181,0.52,96.96,211,Andante,No Lyrics,"F♯,G♭"
All Day And Night,Jax Jones,75,Snacks,2019,pop,0.57,0.76,1,-4.11,0,0.11,0.14,0.54,121.92,169,Allegro,No Lyrics,"C♯,D♭"
There's No Way (feat. Julia Michaels) - Alle Farben Remix,Lauv,58,There's No Way (remixes),2018,pop,0.77,0.83,11,-4.98,0,0.04,0.145,0.44,126.01,187,Allegro,No Lyrics,B
Whenever (feat. Conor Maynard),Kris Kross Amsterdam,74,Whenever (feat. Conor Maynard),2018,pop,0.73,0.76,7,-5.56,1,0.06,0.231,0.52,109.99,164,Moderato,No Lyrics,G
All For Love,Tungevaag & Raaban,68,All For Love,2018,pop,0.69,0.9,7,-1.43,1,0.07,0.459,0.65,125.11,180,Allegro,No Lyrics,G
Bittersweet Symphony (feat. Emily Roberts),GAMPER & DADONI,72,Bittersweet Symphony (feat. Emily Roberts),2019,pop,0.68,0.58,9,-7.58,1,0.13,0.515,0.45,124.01,195,Allegro,No Lyrics,A
One Touch,Jess Glynne,70,Always in Between (Deluxe),2018,pop,0.69,0.69,0,-6.25,0,0.13,0.136,0.7,124.21,198,Allegro,No Lyrics,C
"fuck, i’m lonely (with Anne-Marie) - Ofenbach Remix",Lauv,58,"fuck, i’m lonely (with Anne-Marie) (Ofenbach Remix)",2019,pop,0.76,0.67,9,-5.15,1,0.04,0.0321,0.76,105.03,179,Andante,No Lyrics,A
Be Your Friend‬‬,Vigiland,67,Be Your Friend,2018,pop,0.6,0.75,0,-4.2,1,0.05,0.151,0.64,128.04,181,Allegro,No Lyrics,C
Happier - Breathe Carolina Remix,Marshmello,62,Happier (Remixes),2018,pop,0.69,0.92,0,-3.84,1,0.06,0.402,0.34,125.98,158,Allegro,No Lyrics,C
Just Got Paid,Sigala,65,Brighter Days,2018,pop,0.73,0.92,6,-1.94,0,0.09,0.197,0.65,120.06,218,Allegro,No Lyrics,"F♯,G♭"
No One - Jonas Blue Remix,Jess Glynne,51,No One (Jonas Blue Remix),2019,pop,0.6,0.85,11,-4.13,0,0.05,0.54,0.16,124.02,215,Allegro,No Lyrics,B
Darkside,Alan Walker,76,Different World,2018,pop,0.43,0.61,4,-5.12,0,0.04,0.173,0.12,169.99,212,Vivace,No Lyrics,E
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,83,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),2019,pop,0.66,0.72,5,-6.98,0,0.06,0.14,0.32,113.78,164,Moderato,No Lyrics,F
Body (feat. brando),Loud Luxury,63,Body (feat. brando),2017,pop,0.75,0.76,1,-4.4,1,0.04,0.0543,0.58,121.96,163,Allegro,No Lyrics,"C♯,D♭"
Who's Got Your Love,Cheat Codes,70,Who's Got Your Love,2019,pop,0.7,0.89,11,-2.87,1,0.05,0.079,0.53,125.03,157,Allegro,No Lyrics,B
Never Go Back - Robin Schulz Remix,Dennis Lloyd,70,Never Go Back (Remixes),2019,pop,0.66,0.71,9,-6.29,0,0.05,0.0971,0.61,94.05,185,Andante,No Lyrics,A
Pumped Up,Klingande,56,Pumped Up,2017,pop,0.73,0.73,0,-6.42,1,0.11,0.34,0.64,123.03,177,Allegro,No Lyrics,C
California,Hot Shade,65,California,2018,pop,0.62,0.74,7,-3.92,1,0.04,0.347,0.67,119.98,169,Moderato,No Lyrics,G
Solo Dance,Martin Jensen,61,Solo Dance,2016,pop,0.75,0.85,9,-2.43,1,0.05,0.195,0.4,114.95,175,Moderato,No Lyrics,A
Replay,Davai,60,Replay,2017,pop,0.78,0.81,6,-5.73,0,0.07,0.179,0.58,100.07,203,Andante,No Lyrics,"F♯,G♭"
Think About You - Galantis Remix,Kygo,63,Think About You (Galantis Remix),2019,pop,0.62,0.9,10,-4.57,1,0.04,0.404,0.33,124.02,181,Allegro,No Lyrics,"A♯,B♭"
Love No More,Loud Luxury,54,Love No More,2018,pop,0.77,0.67,0,-6.25,1,0.05,0.257,0.22,121.01,169,Allegro,No Lyrics,C
